full_name,html_url,description,language,stargazers_count,forks_count,open_issues_count,archived,topics,license,pushed_at,created_at,updated_at,default_branch
reymond-group/mhfp,https://github.com/reymond-group/mhfp,Molecular MHFP fingerprints for cheminformatics applications,Python,93,18,5,False,,MIT,2023-02-16T08:26:46Z,2018-10-05T12:36:43Z,2025-10-24T10:31:16Z,master
Marcello-Sega/pytim,https://github.com/Marcello-Sega/pytim,a python package for the interfacial analysis of molecular simulations,Python,93,38,48,False,charmm;data-analysis;gromacs;interfaces;interfacial-atoms;lammps;mdanalysis;mdtraj;molecular-dynamics;molecular-simulations;namd;openmm;python;sasa;scientific-computing;simulations;willard-chandler,GPL-3.0,2025-08-20T13:13:10Z,2017-02-23T16:03:05Z,2025-10-01T08:44:22Z,master
LLNL/FAST,https://github.com/LLNL/FAST,Fusion models for Atomic and molecular STructures (FAST),Python,92,30,10,False,machine-learning;neural-network;python,MIT,2023-07-11T21:02:11Z,2020-05-05T03:50:16Z,2025-08-17T22:13:12Z,master
liugangcode/Graph-DiT,https://github.com/liugangcode/Graph-DiT,"The code for ""Graph Diffusion Transformer for Multi-Conditional Molecular Generation""",Python,91,5,2,False,,,2025-06-03T16:27:43Z,2024-01-28T23:10:23Z,2025-10-13T14:54:06Z,main
Fangyinfff/KCL,https://github.com/Fangyinfff/KCL,Code and Data for the paper: Molecular Contrastive Learning with Chemical Element Knowledge Graph [AAAI 2022],Python,90,11,0,False,knowledge-graph;molecular;mpnn-model,MIT,2024-02-03T06:02:52Z,2021-12-02T02:41:46Z,2025-09-10T18:56:28Z,main
pengxingang/PocketXMol,https://github.com/pengxingang/PocketXMol,"Implementation of PocketXMol, the pocket-interacting molecular generative foundation model.",Python,88,10,4,False,,MIT,2025-08-23T05:05:58Z,2024-10-18T01:55:30Z,2025-10-20T09:32:36Z,master
SCM-NV/PLAMS,https://github.com/SCM-NV/PLAMS,Python Library for Automating Molecular Simulations,Python,86,26,4,False,,NOASSERTION,2025-10-21T15:13:06Z,2016-03-02T11:34:03Z,2025-10-21T15:12:54Z,trunk
MiaoLab20/gamd-openmm,https://github.com/MiaoLab20/gamd-openmm,Gaussian Accelerated Molecular Dynamics (GaMD) is a computational method for both unconstrained enhanced sampling and free energy calculations of biomolecules. It works by adding a harmonic boost potential to smooth the potential energy surface and reduce system energy barriers. http://miao.compbio.ku.edu/GaMD/,Python,86,24,9,False,,MIT,2025-07-16T17:03:40Z,2020-10-07T20:42:13Z,2025-10-27T00:47:31Z,main
CharlesHahn/DuIvyTools,https://github.com/CharlesHahn/DuIvyTools,A Tool to process and visualize the results of molecular dynamics simulations(GROMACS). ,Python,83,13,0,False,,GPL-3.0,2025-10-25T16:38:20Z,2022-02-08T07:45:14Z,2025-10-24T08:29:28Z,master
mushroomfire/mdapy,https://github.com/mushroomfire/mdapy,A simple and fast python library to handle the data generated from molecular dynamics simulations,Python,83,13,0,False,material-science;molecular-dynamics;taichi,BSD-3-Clause,2025-06-09T06:28:10Z,2022-08-30T05:48:05Z,2025-10-27T07:18:58Z,master
Capt-Lappland/VortexDock,https://github.com/Capt-Lappland/VortexDock,"VortexDock is a Python-based distributed molecular docking system, supports parallel computation across multiple nodes, utilizing idle resources to improve virtual screening efficiency. ",Python,82,8,5,False,,,2025-03-31T04:44:30Z,2025-01-26T03:51:36Z,2025-09-02T09:35:47Z,main
acharkq/MolCA,https://github.com/acharkq/MolCA,"Code for EMNLP2023 paper ""MolCA: Molecular Graph-Language Modeling with Cross-Modal Projector and Uni-Modal Adapter"".",Python,82,3,5,False,,,2024-02-25T03:46:35Z,2023-10-17T06:02:09Z,2025-09-28T02:49:57Z,main
bio-phys/MDBenchmark,https://github.com/bio-phys/MDBenchmark,"Quickly generate, start and analyze benchmarks for molecular dynamics simulations.",Python,80,17,15,False,benchmark;cli;computational-chemistry;gromacs;high-performance-computing;molecular-dynamics;namd;python;simulation,NOASSERTION,2024-09-05T09:03:07Z,2017-11-29T17:28:54Z,2025-07-19T02:09:02Z,develop
openforcefield/openff-interchange,https://github.com/openforcefield/openff-interchange,"A project (and object) for storing, manipulating, and converting molecular mechanics data.",Python,80,25,116,False,amber;forcefield;gromacs;interoperability;lammps;molecular-simulation;openmm,MIT,2025-10-27T19:41:23Z,2020-05-15T22:32:52Z,2025-10-27T19:41:27Z,main
krassowski/easy-entrez,https://github.com/krassowski/easy-entrez,"Retrieve PubMed articles, text-mining annotations, or molecular data from >35 Entrez databases via easy to use Python package - built on top of Entrez E-utilities API.",Python,79,6,7,False,entrez;entrez-eutilities;eutilities;gene-annotations;literature-mining;literature-search;meta-analysis;pubmed;pubmed-central,LGPL-3.0,2023-11-02T21:59:16Z,2020-06-14T10:48:26Z,2025-05-13T22:51:33Z,main
aspuru-guzik-group/Tartarus,https://github.com/aspuru-guzik-group/Tartarus,A Benchmarking Platform for Realistic And Practical Inverse Molecular Design,Python,78,8,2,False,,,2025-05-11T18:20:07Z,2022-01-05T16:46:25Z,2025-10-10T17:53:05Z,main
wangyu-sd/RetroExplainer,https://github.com/wangyu-sd/RetroExplainer,RetroExplainer: A chemical knowledge and deep-leaning guided molecular assembly approach for retrosynthesis prediction with quantitative interpretability,Python,78,11,12,False,retrosynthesis,MIT,2023-11-22T13:53:49Z,2022-10-01T10:27:52Z,2025-09-19T14:09:04Z,main
olsson-group/RL-GraphINVENT,https://github.com/olsson-group/RL-GraphINVENT,RL-GraphINVENT is a platform for graph-based targeted molecular generation using graph neural networks and reinforcement learning. RL-GraphINVENT uses a Gated Graph Neural Network -based model fine-tuned using reinforcement learning to probabilistically generate new molecules with desired property profiles.,Python,78,20,6,False,,MIT,2023-05-11T18:26:21Z,2021-06-10T20:35:57Z,2025-10-10T21:14:49Z,main
paiardin/DockingPie,https://github.com/paiardin/DockingPie,A Consensus Docking Plugin for PyMOL,Python,76,13,0,False,ligand;molecular;molecular-docking;molecular-dynamics;molecular-modeling;pymol;pymol-extension;pymol-plugin,GPL-3.0,2024-06-10T17:09:58Z,2022-02-14T10:39:14Z,2025-09-04T03:24:01Z,main
zetayue/MXMNet,https://github.com/zetayue/MXMNet,"Source code for ""Molecular Mechanics-Driven Graph Neural Network with Multiplex Graph for Molecular Structures""",Python,73,16,0,False,computational-biology;deep-learning;drug-discovery;geometric-deep-learning;graph-neural-networks;machine-learning,MIT,2023-11-15T02:53:59Z,2020-11-20T19:15:31Z,2025-04-24T14:13:48Z,master
lmdu/dockey,https://github.com/lmdu/dockey,an integrated tool for molecular docking and virtual screening,Python,73,12,37,False,docking;ligand;molecular;molecule;receptor,MIT,2025-06-19T06:38:02Z,2021-11-06T12:20:09Z,2025-10-25T00:36:00Z,main
Valdes-Tresanco-MS/AMDock,https://github.com/Valdes-Tresanco-MS/AMDock,(Linux and macOS) AMDock: Assisted molecular docking with AutoDock4 and AutoDockVina,Python,73,19,12,False,amdock;autodock;autodock4zn;docking;pymol;scoring;vina,GPL-3.0,2023-08-03T15:27:14Z,2018-02-20T16:41:39Z,2025-10-14T00:43:17Z,master
CCQC/PES-Learn,https://github.com/CCQC/PES-Learn,Automated Generation of Machine Learning Models of Molecular Potential Energy Surfaces,Python,73,18,19,False,,BSD-3-Clause,2025-07-02T15:25:52Z,2018-01-26T14:40:02Z,2025-08-25T16:40:55Z,master
kinisi-dev/kinisi,https://github.com/kinisi-dev/kinisi,A Python package for estimating diffusion properties from molecular dynamics simulations.,Python,73,14,6,False,diffusion;molecular-dynamics;python,MIT,2025-10-21T08:09:32Z,2020-01-17T18:51:27Z,2025-10-21T08:19:34Z,main
XieResearchGroup/Physics-aware-Multiplex-GNN,https://github.com/XieResearchGroup/Physics-aware-Multiplex-GNN,"Code for our Nature Scientific Reports paper ""A universal framework for accurate and efficient geometric deep learning of molecular systems""",Python,72,23,0,False,computational-biology;computational-chemistry;docking;geometric-deep-learning;graph-neural-networks;machine-learning;protein-ligand-interactions;rna-structure-prediction,,2024-10-31T19:17:47Z,2023-05-23T03:41:32Z,2025-06-14T03:06:58Z,main
TheVisualHub/VisualFactory,https://github.com/TheVisualHub/VisualFactory,📽️ Game-changing scripts for molecular visualization — produce Hollywood-quality visuals with scientific accuracy and cinematic impact,Python,72,8,1,False,,NOASSERTION,2025-10-26T13:42:37Z,2025-05-16T11:40:13Z,2025-10-26T13:42:40Z,main
violet-sto/BIT-Dev,https://github.com/violet-sto/BIT-Dev,"Official implementation of paper ""A Generalist Cross-Domain Molecular Learning Framework for Structure-Based Drug Discovery""",Python,72,6,0,False,,MIT,2025-08-21T06:17:31Z,2025-02-03T13:37:30Z,2025-08-29T07:17:48Z,main
OdinZhang/SurfGen,https://github.com/OdinZhang/SurfGen,SurfGen: Learning on Topological Surface and Geometric Structure for 3D Molecular Generation,Python,70,12,13,False,,MIT,2024-11-23T18:37:21Z,2023-01-18T15:03:13Z,2025-09-25T06:50:04Z,main
RMeli/gnina-torch,https://github.com/RMeli/gnina-torch,🔥 PyTorch implementation of GNINA scoring function for molecular docking,Python,70,7,2,False,deep-learning;docking;drug-discovery;gnina;pytorch;pytorch-ignite;scoring-functions,MIT,2025-03-06T12:42:41Z,2021-10-19T16:28:50Z,2025-10-15T14:34:13Z,main
theochem/grid,https://github.com/theochem/grid,"Python library for numerical integration, interpolation, and differentiation on (molecular) grids.",Python,69,28,33,False,clenshaw-curtis;computational-chemistry;coordinate-transformation;cubature;integration;interpolation;lebedev;numerical-differentiation;numerical-integration;partial-differential-equations;python;quadrature;quantum-chemistry;quantum-chemistry-packages,LGPL-3.0,2025-07-15T15:22:57Z,2018-09-08T20:52:45Z,2025-08-01T13:32:29Z,master
microsoft/two-for-one-diffusion,https://github.com/microsoft/two-for-one-diffusion,This Denoising Force Field (DFF) codebase provides a Pytorch framework for the method presented in Two for one: Diffusion models and force fields for coarse-grained molecular dynamics.,Python,66,6,1,False,,MIT,2024-05-22T07:56:14Z,2024-01-19T14:52:36Z,2025-09-03T09:12:41Z,main
datamol-io/medchem,https://github.com/datamol-io/medchem,Molecular filtering for drug discovery.,Python,65,8,7,False,,Apache-2.0,2025-05-19T19:34:39Z,2023-06-14T19:49:07Z,2025-10-16T18:12:08Z,main
yangnianzu0515/MoleRec,https://github.com/yangnianzu0515/MoleRec,"The official implementation of our paper ""MoleRec: Combinatorial Drug Recommendation with Substructure-Aware Molecular Representation Learning"" (TheWebConf 2023).",Python,65,3,1,False,combinatorial-drug-recommendation;electronic-health-records;medical-records;medication-combination-prediction;medication-combination-recommendation;molecule-representation-learning;recommender-system,MIT,2023-06-08T05:16:52Z,2023-02-12T05:47:17Z,2025-08-05T18:09:00Z,master
mosdef-hub/gmso,https://github.com/mosdef-hub/gmso,Flexible storage of chemical topology for molecular simulation,Python,64,37,117,False,,MIT,2025-10-28T22:33:58Z,2019-02-02T13:08:04Z,2025-10-28T22:34:02Z,main
jag1g13/pycgtool,https://github.com/jag1g13/pycgtool,Generate coarse-grained molecular dynamics models from atomistic trajectories.,Python,64,13,6,False,coarse-grained-molecular-dynamics;computational-chemistry;gromacs;molecular-dynamics;python;science,GPL-3.0,2022-12-08T14:12:57Z,2016-02-16T10:39:28Z,2025-05-21T21:04:18Z,main
thorn-lab/coronavirus_structural_task_force,https://github.com/thorn-lab/coronavirus_structural_task_force,Repository for the molecular structures related with Corona virusses and their re-processing,Python,64,20,12,False,,MIT,2025-03-24T11:46:22Z,2020-03-23T12:49:02Z,2025-08-02T23:09:28Z,master
wells-wood-research/drMD,https://github.com/wells-wood-research/drMD,Molecular Dynamics for Experimentalists,Python,63,5,1,False,,MIT,2025-10-13T11:12:00Z,2024-10-29T11:34:43Z,2025-10-13T11:12:04Z,main
virtualzx-nad/geodesic-interpolate,https://github.com/virtualzx-nad/geodesic-interpolate,Interpolation of molecular geometries through geodesics in redundant internal coordinate hyperspace for complex transformations,Python,63,20,4,False,,MIT,2025-02-28T16:06:05Z,2018-08-19T18:36:32Z,2025-10-22T10:02:42Z,master
schwallergroup/saturn,https://github.com/schwallergroup/saturn,Sample-efficient Generative Molecular Design using Memory Manipulation,Python,63,4,0,False,,NOASSERTION,2025-06-10T14:13:22Z,2024-05-28T07:59:32Z,2025-10-21T02:45:16Z,master
recursionpharma/mole_public,https://github.com/recursionpharma/mole_public,Recursion's molecular foundation model,Python,62,9,5,False,,NOASSERTION,2025-06-06T05:51:41Z,2024-10-04T15:32:02Z,2025-10-27T07:43:12Z,trunk
atomistic-machine-learning/cG-SchNet,https://github.com/atomistic-machine-learning/cG-SchNet,cG-SchNet - a conditional generative neural network for 3d molecular structures,Python,62,17,0,False,,MIT,2023-03-24T12:09:56Z,2021-12-02T15:35:18Z,2025-08-23T03:59:34Z,main
SEDenmarkLab/molli,https://github.com/SEDenmarkLab/molli,Molecular Library Toolbox,Python,61,5,20,False,,MIT,2025-09-26T14:00:46Z,2022-10-25T16:50:26Z,2025-10-15T09:17:34Z,main
yangnianzu0515/MoleOOD,https://github.com/yangnianzu0515/MoleOOD,"Official implementation for the paper ""Learning Substructure Invariance for Out-of-Distribution Molecular Representations"" (NeurIPS 2022).",Python,61,6,0,False,graph-classification;molecule-representation-learning;out-of-distribution-generalization;pytorch,MIT,2023-02-16T03:32:15Z,2022-11-01T10:34:56Z,2024-12-09T12:17:11Z,master
Wang-Lin-boop/GeminiMol,https://github.com/Wang-Lin-boop/GeminiMol,"Incorporation of conformational space profile into molecular representation learning, and its application to drug discovery, including virtual screening, target identification, and QSAR.",Python,61,9,0,False,,NOASSERTION,2025-07-20T10:26:02Z,2023-08-26T14:14:38Z,2025-10-21T02:35:26Z,main
molmod/molmod,https://github.com/molmod/molmod,MolMod is a collection of molecular modelling tools for python.,Python,60,22,11,False,,GPL-3.0,2024-02-21T11:14:13Z,2012-06-05T03:54:49Z,2025-08-13T18:59:19Z,master
westlake-repl/Evolla,https://github.com/westlake-repl/Evolla,ProteinChat: A frontier protein-language generative model designed to decode the molecular language of proteins.,Python,60,5,1,False,multimodal-protein;prot-chat;prot-text;prot2text;protchat;protein-chatgpt;protein-generation;protein-gpt;protein2text;proteinchat;protgpt;structural-protein-sequences;text-protein,MIT,2025-03-07T01:50:53Z,2025-01-06T06:13:43Z,2025-10-10T01:45:31Z,main
jules-leguy/EvoMol,https://github.com/jules-leguy/EvoMol,Evolutionary algorithm for the optimization of molecular properties.,Python,59,18,0,False,,LGPL-2.1,2025-05-16T07:21:45Z,2020-06-11T15:35:55Z,2025-09-28T23:26:36Z,master
juexinwang/NRI-MD,https://github.com/juexinwang/NRI-MD,Neural relational inference for molecular dynamics simulations,Python,58,25,8,False,graph-neural-networks;molecular-simulation,MIT,2023-05-30T14:51:21Z,2021-01-30T23:06:14Z,2025-09-28T09:34:00Z,main
ericmjl/protein-interaction-network,https://github.com/ericmjl/protein-interaction-network,Computes a molecular graph for protein structures.,Python,58,21,6,False,,MIT,2025-10-27T03:00:20Z,2016-03-03T18:10:24Z,2024-06-21T14:34:22Z,master
shirtsgroup/physical_validation,https://github.com/shirtsgroup/physical_validation,Physical validation of molecular simulations,Python,57,20,17,False,molecular-dynamics;molecular-mechanics;molecular-simulation;physical-validation;python,MIT,2025-10-06T17:43:19Z,2017-05-08T21:33:07Z,2025-09-26T17:22:53Z,main
MIRALab-USTC/AI4Sci-MiCaM,https://github.com/MIRALab-USTC/AI4Sci-MiCaM,"This is the code of paper ""De Novo Molecular Generation via Connection-aware Motif Mining"". Zijie Geng, Shufang Xie, Yingce Xia, Lijun Wu, Tao Qin, Jie Wang, Yongdong Zhang, Feng Wu, Tie-Yan Liu. ICLR 2023.",Python,57,10,4,False,,,2025-01-07T03:51:01Z,2023-02-14T08:11:29Z,2025-10-09T21:35:16Z,main
yvquanli/TrimNet,https://github.com/yvquanli/TrimNet,"Code for paper ""TrimNet: learning molecular representation from triplet messages for biomedicine """,Python,56,19,0,False,,MIT,2023-06-29T05:34:37Z,2020-07-27T07:15:33Z,2025-10-06T07:27:01Z,master
psipred/cgdms,https://github.com/psipred/cgdms,Differentiable molecular simulation of proteins with a coarse-grained potential,Python,56,4,0,False,automatic-differentiation;coarse-grained;force-field;potential;protein,MIT,2025-04-03T13:20:41Z,2021-02-03T13:43:57Z,2025-09-03T11:14:25Z,master
microsoft/timewarp,https://github.com/microsoft/timewarp,Timewarp is a research project using deep learning to accelerate molecular dynamics simulation. ,Python,56,5,2,False,,MIT,2024-08-21T15:16:40Z,2023-08-02T09:59:57Z,2025-08-01T08:35:01Z,main
HongxinXiang/ImageMol,https://github.com/HongxinXiang/ImageMol,ImageMol is a molecular image-based pre-training deep learning framework for computational drug discovery.,Python,55,27,3,False,ai4science;computer-vision;deep-learning;molecular-modeling;pytorch,MIT,2025-02-27T15:41:52Z,2022-07-22T12:03:59Z,2025-10-23T06:58:38Z,master
patonlab/DBSTEP,https://github.com/patonlab/DBSTEP,DBSTEP: DFT-based Steric Parameters - python-based tool to extract molecular shape and steric descriptors from essentially any structure format,Python,55,11,3,False,cclib;dft;molecular-features;steric-parameters;sterimol-parameters,MIT,2024-11-05T19:45:08Z,2019-07-26T04:31:08Z,2025-06-25T12:50:03Z,master
duartegroup/mlp-train,https://github.com/duartegroup/mlp-train,MLP training for molecular systems,Python,54,19,26,False,,MIT,2025-09-17T08:25:10Z,2021-10-20T12:21:01Z,2025-09-18T15:07:56Z,main
