repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
vitessce/vitessce-python,57,10,5,114,Python,MIT,False,False,2020-09-01T21:11:52Z,2025-10-29T17:13:57Z,2025-10-29T17:13:54Z,37089,False,True,main,data-visualization;hidivelab;ipywidget;jupyter-widget;jupyterlab-extension;kharchenkolab;single-cell;vitessce,https://python-docs.vitessce.io,Python API and Jupyter widget for Vitessce,https://github.com/vitessce/vitessce-python
Teichlab/MultiMAP,56,13,8,6,Python,MIT,False,False,2021-03-05T07:56:23Z,2025-04-24T19:25:13Z,2023-11-15T09:34:56Z,4717,True,False,master,,,MultiMAP for integration of single cell multi-omics,https://github.com/Teichlab/MultiMAP
Novartis/scar,55,5,7,4,Python,,False,False,2022-03-15T20:35:43Z,2025-10-01T06:38:59Z,2024-08-17T11:43:51Z,62891,True,False,main,cite-seq;crispr-screen;denoising-algorithm;generative-model;machine-learning;probabilistic-graphical-models;pytorch;single-cell-rna-seq;variational-autoencoder,https://scar-tutorials.readthedocs.io/en/main/,scAR (single-cell Ambient Remover) is a deep learning model for removal of the ambient signals in droplet-based single cell omics,https://github.com/Novartis/scar
immunogenomics/cna,55,5,2,0,Python,GPL-3.0,False,False,2020-03-19T20:24:11Z,2025-08-18T01:52:12Z,2025-06-01T11:43:55Z,19404,True,False,master,python;single-cell,,Covarying neighborhood analysis (CNA) is a method for finding structure in- and conducting association analysis with multi-sample single-cell datasets.,https://github.com/immunogenomics/cna
JacobHanimann/scDINO,55,11,4,1,Python,Apache-2.0,False,False,2023-01-16T13:02:40Z,2025-10-29T12:32:05Z,2024-07-01T08:59:15Z,21028,True,False,master,fluorescence-microscopy-imaging;greyscale-image;high-content-screening;morphology;multi-channel;multi-head-attention;phenotyping;self-supervised-learning;single-cell;unsupervised;vision-transformer,,Self-Supervised Vision Transformers for multiplexed imaging datasets,https://github.com/JacobHanimann/scDINO
gaolabtools/scNanoGPS,54,6,5,9,Python,NOASSERTION,False,False,2022-09-13T21:16:03Z,2025-10-13T02:30:40Z,2025-05-15T22:26:06Z,28290,True,False,v2.0,cell-barcode;demultiplexing;gene-expression;isoforms;long-read-sequencing;nanopore-analysis-pipeline;rna-seq-pipeline;single-cell;single-nucleotide-variation;umi-curation,,Single cell Nanopore sequencing data for Genotype and Phenotype,https://github.com/gaolabtools/scNanoGPS
wangshenguiuc/OnClass,52,18,6,0,Python,MIT,False,False,2019-10-11T04:25:14Z,2025-05-07T02:55:13Z,2023-12-10T05:21:31Z,2403,True,False,master,,,Single cell typing based on cell ontology,https://github.com/wangshenguiuc/OnClass
flatironinstitute/inferelator,52,12,9,6,Python,BSD-2-Clause,False,False,2019-02-11T14:35:42Z,2025-10-10T16:24:05Z,2024-07-08T16:57:18Z,25954,False,False,release,inference;network,,Task-based gene regulatory network inference using single-cell or bulk gene expression data conditioned on a prior network.,https://github.com/flatironinstitute/inferelator
genecell/COSG,51,7,1,1,Python,BSD-3-Clause,False,False,2021-04-13T11:40:55Z,2025-10-17T21:13:29Z,2025-10-17T21:13:25Z,72257,True,True,main,single-cell;single-cell-analysis;single-cell-atac-seq;single-cell-rna-seq;spatial-transcriptomics,https://genecell.github.io/COSG/,Accurate and fast cell marker gene identification with COSG,https://github.com/genecell/COSG
bedapub/besca,50,17,8,35,Python,GPL-3.0,False,False,2020-02-27T15:32:21Z,2025-07-03T19:02:48Z,2025-05-30T19:40:36Z,507484,True,True,main,,https://bedapub.github.io/besca/,BESCA (Beyond Single Cell Analysis) offers python functions for single-cell analysis,https://github.com/bedapub/besca
andreariba/DeepCycle,50,9,2,5,Python,GPL-3.0,False,False,2021-03-09T12:32:19Z,2025-08-30T10:09:58Z,2023-04-25T19:21:54Z,3190,True,False,main,cell-biology;deep-learning;rna-seq;single-cell,https://www.nature.com/articles/s41467-022-30545-8,Cell cycle inference in single-cell RNA-seq,https://github.com/andreariba/DeepCycle
gifford-lab/prescient,50,8,13,1,Python,MIT,False,False,2020-08-25T13:16:28Z,2025-10-08T00:03:37Z,2025-01-20T21:08:40Z,8243,False,True,master,,,Codebase for PRESCIENT (Potential eneRgy undErlying Single Cell gradIENTs) for generative modeling of single-cell time-series.,https://github.com/gifford-lab/prescient
microsoft/Graphormer,2363,366,28,97,Python,MIT,False,False,2021-05-27T05:31:18Z,2025-10-29T10:02:23Z,2024-06-07T17:01:35Z,8649,True,False,main,ai4science;deep-learning;graph;molecule-simulation;transformer,,Graphormer is a general-purpose deep learning backbone for molecular modeling.,https://github.com/microsoft/Graphormer
deepmodeling/deepmd-kit,1777,575,46,114,Python,LGPL-3.0,False,False,2017-12-12T15:23:44Z,2025-10-29T11:10:37Z,2025-10-28T15:48:33Z,68690,False,True,devel,ase;c;computational-chemistry;cpp;cuda;deep-learning;deepmd;ipi;jax;lammps;machine-learning-potential;materials-science;molecular-dynamics;nodejs;paddle;potential-energy;python;pytorch;rocm;tensorflow,https://docs.deepmodeling.com/projects/deepmd/,A deep learning package for many-body potential energy representation and molecular dynamics,https://github.com/deepmodeling/deepmd-kit
MDAnalysis/mdanalysis,1478,735,41,487,Python,NOASSERTION,False,False,2015-04-04T00:39:41Z,2025-10-28T17:44:11Z,2025-10-20T13:59:57Z,553273,True,True,develop,computational-chemistry;mdanalysis;molecular-dynamics;molecular-dynamics-simulation;molecular-simulation;python;science;trajectory-analysis,https://mdanalysis.org,MDAnalysis is a Python library to analyze molecular dynamics simulations.,https://github.com/MDAnalysis/mdanalysis
gcorso/DiffDock,1356,321,20,129,Python,MIT,False,False,2022-10-04T16:42:00Z,2025-10-29T14:10:40Z,2025-05-02T13:59:19Z,221295,True,False,main,binding;computational-biology;diffusion-models;docking;equivariance;machine-learning;non-euclidean-geometry;score-based-models,https://arxiv.org/abs/2210.01776,"Implementation of DiffDock: Diffusion Steps, Twists, and Turns for Molecular Docking",https://github.com/gcorso/DiffDock
BradyAJohnston/MolecularNodes,1093,101,19,77,Python,GPL-3.0,False,False,2022-04-25T07:14:42Z,2025-10-28T12:57:31Z,2025-10-25T19:55:42Z,1188695,True,True,main,biochemistry;blender;blender-addon;geometry-nodes;molecular;molecular-dynamics;molecular-graphics;molecular-modeling;molecule;pdb;protein;protein-data-bank;protein-structure;protein-visualization;proteins;sciart;structural-biology;visualisation,https://bradyajohnston.github.io/MolecularNodes/,"Toolbox for molecular animations in Blender, powered by Geometry Nodes.",https://github.com/BradyAJohnston/MolecularNodes
molecularsets/moses,933,264,33,31,Python,MIT,False,False,2018-11-28T11:51:17Z,2025-10-23T09:48:16Z,2024-07-08T06:36:49Z,167982,True,False,master,benchmark;drug-discovery;generative-models;machine-learning,https://arxiv.org/abs/1811.12823,Molecular Sets (MOSES): A Benchmarking Platform for Molecular Generation Models,https://github.com/molecularsets/moses
LPDI-EPFL/masif,694,163,24,53,Python,Apache-2.0,False,False,2019-03-14T10:30:07Z,2025-10-26T02:15:08Z,2024-06-19T17:40:17Z,95909,True,False,master,geometric-deep-learning;molecular-surface;protein-surface,,MaSIF- Molecular surface interaction fingerprints. Geometric deep learning to decipher patterns in molecular surfaces.,https://github.com/LPDI-EPFL/masif
mdtraj/mdtraj,673,291,45,80,Python,LGPL-2.1,False,False,2012-11-08T22:01:24Z,2025-10-29T11:09:45Z,2025-10-29T11:09:48Z,36605,False,False,main,dihedral-angles;mdtraj;molecular-dynamics;molecular-dynamics-trajectories;pdb;pdb-files;python;rmsd,https://mdtraj.readthedocs.io/en/latest/,An open library for the analysis of molecular dynamics trajectories,https://github.com/mdtraj/mdtraj
torchmd/torchmd,667,84,14,10,Python,MIT,False,False,2020-02-12T14:00:42Z,2025-10-29T14:28:41Z,2025-01-16T09:41:37Z,2636,False,False,main,coarse-grained-molecular-dynamics;machine-learning;molecular-dynamics;neural-networks;pytorch;pytorch-lightning,,End-To-End Molecular Dynamics (MD) Engine using PyTorch,https://github.com/torchmd/torchmd
wengong-jin/icml18-jtnn,538,196,18,30,Python,MIT,False,False,2018-02-24T20:39:55Z,2025-10-29T04:42:01Z,2022-12-01T17:36:05Z,217949,True,False,master,,,Junction Tree Variational Autoencoder for Molecular Graph Generation (ICML 2018),https://github.com/wengong-jin/icml18-jtnn
maxhodak/keras-molecules,529,147,41,40,Python,MIT,False,False,2016-10-24T19:30:44Z,2025-10-22T18:39:04Z,2024-08-02T16:08:50Z,1071,True,False,master,,,Autoencoder network for learning a continuous representation of molecular structures.,https://github.com/maxhodak/keras-molecules
CGATOxford/UMI-tools,528,197,33,26,Python,MIT,False,False,2015-03-06T15:10:20Z,2025-10-28T10:24:17Z,2025-07-10T11:04:06Z,31201,True,False,master,,,Tools for handling Unique Molecular Identifiers in NGS data sets,https://github.com/CGATOxford/UMI-tools
datamol-io/datamol,514,55,14,13,Python,Apache-2.0,False,False,2021-02-23T15:39:33Z,2025-10-18T06:20:12Z,2024-06-10T19:22:38Z,119384,False,True,main,cheminformatics;drug-design;drug-discovery;medicinal-chemistry;molecule;molecules;python;rdkit,https://docs.datamol.io,Molecular Processing Made Easy.,https://github.com/datamol-io/datamol
mordred-descriptor/mordred,441,103,19,53,Python,BSD-3-Clause,False,False,2015-12-31T19:08:53Z,2025-10-28T03:29:37Z,2024-02-07T21:10:44Z,1144,True,False,develop,,http://mordred-descriptor.github.io/documentation/master/,a molecular descriptor calculator,https://github.com/mordred-descriptor/mordred
ParmEd/ParmEd,439,163,30,211,Python,,False,False,2014-03-01T04:37:42Z,2025-10-20T02:29:25Z,2025-08-27T17:25:35Z,170787,True,True,master,,https://parmed.github.io/ParmEd,Parameter/topology editor and molecular simulator,https://github.com/ParmEd/ParmEd
MinkaiXu/GeoDiff,388,83,4,14,Python,MIT,False,False,2022-02-12T08:18:16Z,2025-10-28T00:03:58Z,2023-05-17T06:31:05Z,2292,True,False,main,computational-biology;computational-chemistry;conformation;diffusion-models;generative-models;graph-neural-networks;iclr;iclr2022;molecule;score-matching,,Implementation of GeoDiff: a Geometric Diffusion Model for Molecular Conformation Generation (ICLR 2022).,https://github.com/MinkaiXu/GeoDiff
tencent-ailab/grover,371,78,6,18,Python,NOASSERTION,False,False,2021-01-18T07:17:41Z,2025-10-22T08:56:20Z,2025-06-24T15:44:44Z,2012,True,False,main,,,This is a Pytorch implementation of the paper: Self-Supervised Graph Transformer on Large-Scale Molecular Data,https://github.com/tencent-ailab/grover
robertmartin8/MolecularNotes,359,63,8,4,Python,MIT,False,False,2022-06-12T14:05:49Z,2025-10-15T22:11:52Z,2024-12-23T19:51:45Z,89,False,False,master,,,My Obsidian Second Brain setup,https://github.com/robertmartin8/MolecularNotes
igashov/DiffLinker,357,53,5,7,Python,MIT,False,False,2022-09-28T20:04:04Z,2025-10-28T03:19:51Z,2024-04-17T17:16:13Z,18689,True,False,main,diffusion-models;drug-design;equivariance;fragment-based-drug-discovery;machine-learning;molecular-linker,,DiffLinker: Equivariant 3D-Conditional Diffusion Model for Molecular Linker Design,https://github.com/igashov/DiffLinker
pengxingang/Pocket2Mol,352,83,9,24,Python,MIT,False,False,2022-05-15T08:40:08Z,2025-10-24T14:22:15Z,2023-11-16T01:26:24Z,4790,True,False,main,,,Pocket2Mol: Efficient Molecular Sampling Based on 3D Protein Pockets,https://github.com/pengxingang/Pocket2Mol
gasteigerjo/dimenet,341,66,3,1,Python,NOASSERTION,False,False,2020-02-14T12:40:15Z,2025-10-28T18:32:30Z,2023-10-03T09:57:19Z,227865,True,False,master,architecture;paper;pretrained-models,https://www.daml.in.tum.de/dimenet,"DimeNet and DimeNet++ models, as proposed in ""Directional Message Passing for Molecular Graphs"" (ICLR 2020) and ""Fast and Uncertainty-Aware Directional Message Passing for Non-Equilibrium Molecules"" (NeurIPS-W 2020)",https://github.com/gasteigerjo/dimenet
u3dreal/molecular-plus,335,22,17,5,Python,GPL-3.0,False,False,2021-02-09T20:17:56Z,2025-10-29T11:27:11Z,2025-10-29T11:27:07Z,86573,True,False,main,,,particle solver for Blender 3.0+ / 4.0+,https://github.com/u3dreal/molecular-plus
microsoft/molecule-generation,309,42,9,6,Python,MIT,False,False,2022-02-17T19:16:29Z,2025-10-27T07:09:51Z,2024-01-04T18:10:00Z,1003,False,False,main,deep-learning;generative-model;graph-neural-networks;molecule-generation,,Implementation of MoLeR: a generative model of molecular graphs which supports scaffold-constrained generation,https://github.com/microsoft/molecule-generation
jewettaij/moltemplate,302,103,12,13,Python,MIT,False,False,2016-12-01T10:47:55Z,2025-10-22T16:27:33Z,2025-08-18T20:42:17Z,22227,True,False,master,amber;coarse-grained-molecular-dynamics;force-fields;lammps;lammps-data;lammps-script-creator;lammps-tool;molecular-dynamics;molecule-builder;molecule-editor;open-science;opls,http://www.moltemplate.org,A general cross-platform tool for preparing simulations of molecules and complex molecular assemblies,https://github.com/jewettaij/moltemplate
yuyangw/MolCLR,299,72,1,11,Python,MIT,False,False,2021-11-03T20:45:58Z,2025-10-23T11:23:34Z,2023-11-04T04:25:44Z,14201,True,False,master,deep-learning;graph-neural-networks;molecule;pytorch;pytorch-geometric;self-supervised-learning,,"Implementation of MolCLR: ""Molecular Contrastive Learning of Representations via Graph Neural Networks"" in PyG.",https://github.com/yuyangw/MolCLR
choderalab/openmmtools,298,85,33,254,Python,MIT,False,False,2014-10-19T02:52:35Z,2025-10-26T17:43:33Z,2025-09-30T22:14:45Z,34802,True,False,main,alchemical-free-energy-calculations;free-energy-calculations;integrators;markov-chain-monte-carlo;mcmc;molecular-dynamics;molecular-simulations;openmm;python;replica-exchange,http://openmmtools.readthedocs.io,A batteries-included toolkit for the GPU-accelerated OpenMM molecular simulation engine.,https://github.com/choderalab/openmmtools
liugangcode/torch-molecule,290,37,6,6,Python,MIT,False,False,2024-11-05T17:09:00Z,2025-10-29T05:15:45Z,2025-10-08T21:38:24Z,6855,True,True,main,deep-learning;graph-neural-networks;inverse-design;molecule;property-prediction;representation-learning,,"torch-molecule is a deep learning package for molecular discovery, designed with an sklearn-style interface for property prediction, inverse design and representation learning.",https://github.com/liugangcode/torch-molecule
nicola-decao/MolGAN,285,89,6,3,Python,MIT,False,False,2018-09-24T10:54:43Z,2025-10-10T17:53:24Z,2023-10-25T15:08:32Z,33,False,False,master,,https://arxiv.org/abs/1805.11973,Tensorflow implementation of MolGAN: An implicit generative model for small molecular graphs,https://github.com/nicola-decao/MolGAN
recursionpharma/gflownet,275,51,46,25,Python,MIT,False,False,2022-02-24T19:45:20Z,2025-10-28T15:08:08Z,2025-06-06T20:41:16Z,21493,True,False,trunk,deep-learning;gflownet;graph-neural-network;pytorch,,GFlowNet library specialized for graph & molecular data,https://github.com/recursionpharma/gflownet
rdkit/mmpdb,255,68,18,19,Python,NOASSERTION,False,False,2017-08-12T04:45:21Z,2025-10-27T00:19:17Z,2025-05-20T16:01:22Z,952,True,False,master,,,A package to identify matched molecular pairs and use them to predict property changes.,https://github.com/rdkit/mmpdb
radis/radis,249,154,10,86,Python,LGPL-3.0,False,False,2018-01-25T15:54:18Z,2025-10-28T09:32:42Z,2025-10-27T07:26:41Z,41639,True,False,develop,astrophysics;closember;combustion;exoplanets;hitemp;hitran;infrared;plasma;plasma-physics;radiation;spectra;spectroscopy,http://radis.github.io/,🌱 A fast line-by-line code for high-resolution infrared molecular spectra,https://github.com/radis/radis
jrwnter/cddd,241,74,10,14,Python,MIT,False,False,2018-11-22T13:10:20Z,2025-09-22T04:09:31Z,2023-04-13T08:10:04Z,383,True,False,master,,,"Implementation of the Paper ""Learning Continuous and Data-Driven Molecular Descriptors by Translating Equivalent Chemical Representations"" by Robin Winter, Floriane Montanari, Frank Noe and Djork-Arne Clevert.",https://github.com/jrwnter/cddd
datamol-io/graphium,236,13,4,13,Python,Apache-2.0,False,False,2021-01-19T14:30:46Z,2025-10-27T14:36:18Z,2025-05-06T15:03:07Z,140234,False,True,main,,https://graphium-docs.datamol.io/,Graphium: Scaling molecular GNNs to infinity.,https://github.com/datamol-io/graphium
datamol-io/molfeat,218,26,8,17,Python,Apache-2.0,False,False,2023-03-13T19:39:29Z,2025-09-28T06:42:27Z,2025-05-27T02:54:02Z,12016,False,True,main,,https://molfeat.datamol.io,molfeat - the hub for all your molecular featurizers,https://github.com/datamol-io/molfeat
lsj2408/Transformer-M,216,26,5,11,Python,MIT,False,False,2022-10-04T10:05:33Z,2025-10-14T08:20:22Z,2023-03-31T12:36:34Z,5710,True,False,main,general-purpose-molecular-model;graph-neural-network;graph-transformer;molecular-modeling;molecule;transformer,https://arxiv.org/abs/2210.01765,[ICLR 2023] One Transformer Can Understand Both 2D & 3D Molecular Data (official implementation),https://github.com/lsj2408/Transformer-M
shirtsgroup/InterMol,213,58,22,92,Python,MIT,False,False,2013-12-14T17:09:16Z,2025-09-15T15:12:08Z,2024-06-12T11:30:25Z,133445,True,False,master,,,Conversion tool for molecular simulations,https://github.com/shirtsgroup/InterMol
RBVI/ChimeraX,210,38,7,59,Python,NOASSERTION,False,False,2020-09-10T19:14:37Z,2025-10-29T21:39:58Z,2025-10-29T21:39:54Z,127263,True,False,develop,,https://www.rbvi.ucsf.edu/chimerax/,Source code for molecular graphics program UCSF ChimeraX,https://github.com/RBVI/ChimeraX
napoles-uach/stmol,205,37,4,13,Python,MIT,False,False,2020-07-29T19:00:23Z,2025-10-17T20:52:32Z,2023-12-06T15:50:28Z,11595,True,True,master,molecular;protein-structure;streamlit;visualization,https://github.com/napoles-uach/stmol,"This is the repository for the Stmol project, a Streamlit component that uses py3Dmol to render molecules.",https://github.com/napoles-uach/stmol
